name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,18695.0,17531.0,36226.0,0.641265625,0.641375,1.282640625,29153.285738651593,27333.463262521924,28243.296909451936
"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,12177.0,10376.0,22553.0,0.603984375,0.6041875,1.2081718750000001,20161.117578579742,17173.476776662876,18667.046027701974
"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,15169.0,15289.0,30458.0,0.648828125,0.64875,1.297578125,23379.07284768212,23566.859344894023,23472.96044313324
"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,1375.0,1264.0,2639.0,0.0740625,0.072640625,0.146703125,18565.400843881856,17400.731340073133,17988.710192778784
"Primary somatosensory area, lower limb",SSp-ll,23874.0,24437.0,48311.0,1.176484375,1.17609375,2.352578125,20292.662195364897,20778.105486913777,20535.343539335172
"Primary somatosensory area, lower limb, layer 1",SSp-ll1,1233.0,548.0,1781.0,0.149265625,0.14996875,0.29923437500000005,8260.441746048362,3654.0946030423,5951.8562999321175
"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,5463.0,5162.0,10625.0,0.32325,0.32334375,0.64659375,16900.232018561484,15964.434135498212,16432.26523609299
"Primary somatosensory area, lower limb, layer 4",SSp-ll4,5632.0,6064.0,11696.0,0.1366875,0.13634375,0.27303125,41203.475080018296,44475.81939032775,42837.58727251917
"Primary somatosensory area, lower limb, layer 5",SSp-ll5,6203.0,6888.0,13091.0,0.278,0.2776875,0.5556875,22312.949640287767,24804.861580013505,23558.204926329996
"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,4916.0,5336.0,10252.0,0.263890625,0.26378125,0.527671875,18628.93007282847,20228.882833787466,19428.740635456455
"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,427.0,439.0,866.0,0.025390625,0.02496875,0.050359375,16817.23076923077,17581.9774718398,17196.40086875582
"Primary somatosensory area, mouth",SSp-m,19178.0,28252.0,47430.0,3.105328125,3.1075,6.212828125,6175.836893242964,9091.552695092518,7634.2044308524955
"Primary somatosensory area, mouth, layer 1",SSp-m1,1114.0,1897.0,3011.0,0.3904375,0.39221875,0.78265625,2853.209540579478,4836.5867261572785,3847.155120782591
"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,2455.0,3206.0,5661.0,0.7490625,0.749703125,1.4987656249999999,3277.4301209845644,4276.3593922594355,3777.1082453268837
"Primary somatosensory area, mouth, layer 4",SSp-m4,2699.0,4765.0,7464.0,0.4736875,0.473421875,0.9471093749999999,5697.84932049083,10065.018647480116,7880.821578817126
"Primary somatosensory area, mouth, layer 5",SSp-m5,4256.0,8204.0,12460.0,0.60871875,0.60925,1.2179687499999998,6991.734688639048,13465.73656134592,10230.14753046825
"Primary somatosensory area, mouth, layer 6a",SSp-m6a,8198.0,9845.0,18043.0,0.82609375,0.8255625,1.6516562499999998,9923.813126536788,11925.202513437807,10924.185949709574
"Primary somatosensory area, mouth, layer 6b",SSp-m6b,456.0,335.0,791.0,0.057328125,0.05734375,0.114671875,7954.210956663941,5841.961852861035,6897.942498978062
"Primary somatosensory area, upper limb",SSp-ul,44256.0,40255.0,84511.0,1.88471875,1.88615625,3.770875,23481.487622490095,21342.34637241745,22411.509265090994
"Primary somatosensory area, upper limb, layer 1",SSp-ul1,2426.0,1453.0,3879.0,0.230640625,0.231265625,0.46190624999999996,10518.52855497595,6282.818728464293,8397.807996752588
"Primary somatosensory area, upper limb, layer 2/3",SSp-ul2/3,6646.0,7250.0,13896.0,0.4891875,0.48934375,0.9785312500000001,13585.79276862144,14815.760904272303,14200.87503592757
"Primary somatosensory area, upper limb, layer 4",SSp-ul4,11355.0,10813.0,22168.0,0.261640625,0.261640625,0.52328125,43399.2236488504,41327.67990444908,42363.451776649745
"Primary somatosensory area, upper limb, layer 5",SSp-ul5,11438.0,9953.0,21391.0,0.395625,0.3961875,0.7918125,28911.21642969984,25121.943524215178,27015.234035835503
"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,11678.0,10133.0,21811.0,0.470546875,0.47053125,0.941078125,24817.93126348996,21535.232782094707,23176.609274601935
"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,713.0,653.0,1366.0,0.037078125,0.0371875,0.074265625,19229.66708807417,17559.66386554622,18393.435724805386
"Primary somatosensory area, trunk",SSp-tr,11753.0,14623.0,26376.0,0.700375,0.700359375,1.4007343749999999,16781.010173121544,20879.28072641278,18830.12259194396
"Primary somatosensory area, trunk, layer 1",SSp-tr1,350.0,425.0,775.0,0.10228125,0.102109375,0.204390625,3421.937060800489,4162.203519510329,3791.7590398287593
"Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3,3298.0,4076.0,7374.0,0.21225,0.211515625,0.42376562500000003,15538.280329799763,19270.443968382948,17401.128276980937
"Primary somatosensory area, trunk, layer 4",SSp-tr4,3126.0,4006.0,7132.0,0.07596875,0.076625,0.15259375,41148.498560263266,52280.58727569331,46738.480442351014
"Primary somatosensory area, trunk, layer 5",SSp-tr5,2712.0,3218.0,5930.0,0.17646875,0.176765625,0.353234375,15368.160085000884,18204.897021126137,16787.720617507854
"Primary somatosensory area, trunk, layer 6a",SSp-tr6a,1998.0,2555.0,4553.0,0.11621875,0.116234375,0.23245312499999998,17191.718203818233,21981.44911950531,19586.74463937622
"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,269.0,343.0,612.0,0.0171875,0.017109375,0.034296875000000004,15650.90909090909,20047.48858447489,17844.19134396355
"Primary somatosensory area, unassigned",SSp-un,11071.0,11945.0,23016.0,0.63115625,0.63125,1.26240625,17540.82289448928,18922.772277227723,18231.848899670767
"Primary somatosensory area, unassigned, layer 1",SSp-un1,515.0,338.0,853.0,0.08315625,0.083015625,0.166171875,6193.16046599023,4071.522680218333,5133.239304184297
"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3,1515.0,2342.0,3857.0,0.165390625,0.1659375,0.331328125,9160.132262635803,14113.747645951036,11641.028059419948
"Primary somatosensory area, unassigned, layer 4",SSp-un4,2523.0,3889.0,6412.0,0.09409375,0.093875,0.18796875000000002,26813.68316174029,41427.430093209055,34112.0532003325
"Primary somatosensory area, unassigned, layer 5",SSp-un5,2670.0,2170.0,4840.0,0.129125,0.1288125,0.2579375,20677.63794772507,16846.191169335274,18764.23552217107
"Primary somatosensory area, unassigned, layer 6a",SSp-un6a,3611.0,2994.0,6605.0,0.146953125,0.147421875,0.294375,24572.461456671983,20309.06200317965,22437.367303609342
"Primary somatosensory area, unassigned, layer 6b",SSp-un6b,237.0,212.0,449.0,0.0124375,0.0121875,0.024625,19055.276381909545,17394.871794871793,18233.502538071065
Supplemental somatosensory area,SSs,57183.0,79387.0,136570.0,4.512671875,4.510578125,9.02325,12671.650318028054,17600.182903383364,15135.344803701548
"Supplemental somatosensory area, layer 1",SSs1,3674.0,7543.0,11217.0,0.624,0.623453125,1.247453125,5887.820512820513,12098.744392371118,8991.9210391172
"Supplemental somatosensory area, layer 2/3",SSs2/3,5950.0,14927.0,20877.0,1.072484375,1.07234375,2.144828125,5547.8663733446,13919.976686580214,9733.647072536407
"Supplemental somatosensory area, layer 4",SSs4,9174.0,17437.0,26611.0,0.5831875,0.58265625,1.16584375,15730.789840317222,29926.736390453207,22825.528721151524
"Supplemental somatosensory area, layer 5",SSs5,20253.0,22211.0,42464.0,1.092734375,1.09278125,2.185515625,18534.238936155,20325.202322056677,19429.739835422133
"Supplemental somatosensory area, layer 6a",SSs6a,16492.0,16101.0,32593.0,1.037703125,1.03634375,2.0740468749999996,15892.792073840965,15536.350752344482,15714.688222752924
"Supplemental somatosensory area, layer 6b",SSs6b,1640.0,1168.0,2808.0,0.1025625,0.103,0.20556249999999998,15990.24984765387,11339.80582524272,13660.0790513834
Gustatory areas,GU,5473.0,6224.0,11697.0,0.884859375,0.883828125,1.7686875,6185.163602973636,7042.093167152833,6613.378564613591
"Gustatory areas, layer 1",GU1,300.0,600.0,900.0,0.0978125,0.098875,0.19668750000000002,3067.0926517571884,6068.26801517067,4575.786463298379
"Gustatory areas, layer 2/3",GU2/3,973.0,1254.0,2227.0,0.20109375,0.201015625,0.402109375,4838.539238539239,6238.321026039643,5538.294151933165
"Gustatory areas, layer 4",GU4,443.0,499.0,942.0,0.0735,0.073796875,0.147296875,6027.210884353742,6761.8039381748895,6395.247692797285
"Gustatory areas, layer 5",GU5,1937.0,2565.0,4502.0,0.272515625,0.272171875,0.5446875,7107.849320566482,9424.191974280957,8265.289730349972
"Gustatory areas, layer 6a",GU6a,1751.0,1283.0,3034.0,0.219875,0.2186875,0.43856249999999997,7963.615690733372,5866.819091168905,6918.056149351575
"Gustatory areas, layer 6b",GU6b,69.0,23.0,92.0,0.0200625,0.01928125,0.03934375,3439.2523364485983,1192.868719611021,2338.3637807783957
Visceral area,VISC,8508.0,14737.0,23245.0,1.177078125,1.17634375,2.353421875,7228.0673808291185,12527.800653507957,9877.10713787769
"Visceral area, layer 1",VISC1,1343.0,2183.0,3526.0,0.171578125,0.16690625,0.338484375,7827.338129496403,13079.19865193784,10417.024419517149
"Visceral area, layer 2/3",VISC2/3,1494.0,3269.0,4763.0,0.268859375,0.271078125,0.5399375,5556.808275701749,12059.254135685054,8821.39136474129
"Visceral area, layer 4",VISC4,714.0,1774.0,2488.0,0.09134375,0.091109375,0.182453125,7816.626753335614,19471.10272680501,13636.379206988096
"Visceral area, layer 5",VISC5,2598.0,4910.0,7508.0,0.35340625,0.35278125,0.7061875,7351.313113449465,13917.9732482948,10631.737321886892
"Visceral area, layer 6a",VISC6a,2176.0,2449.0,4625.0,0.267125,0.269078125,0.536203125,8145.999064108563,9101.445909064514,8625.462598712009
"Visceral area, layer 6b",VISC6b,183.0,152.0,335.0,0.024765625,0.025390625,0.05015625,7389.274447949527,5986.461538461538,6679.127725856698
Auditory areas,AUD,52816.0,73544.0,126360.0,2.903578125,2.89728125,5.800859375,18189.97034908437,25383.797309978105,21782.979353813418
Dorsal auditory area,AUDd,10704.0,13771.0,24475.0,0.607375,0.60696875,1.2143437499999998,17623.37929615147,22688.153220408796,20154.919066368155
"Dorsal auditory area, layer 1",AUDd1,357.0,902.0,1259.0,0.098125,0.09871875,0.19684374999999998,3638.216560509554,9137.068692624249,6395.935862835371
"Dorsal auditory area, layer 2/3",AUDd2/3,1422.0,2418.0,3840.0,0.164,0.163453125,0.327453125,8670.731707317073,14793.232004588472,11726.869303812568
"Dorsal auditory area, layer 4",AUDd4,2071.0,2707.0,4778.0,0.06609375,0.066390625,0.132484375,31334.278959810872,40773.82913626736,36064.63026300271
"Dorsal auditory area, layer 5",AUDd5,4881.0,5455.0,10336.0,0.17165625,0.17121875,0.34287500000000004,28434.735117422173,31859.828435845957,30145.096609551583
"Dorsal auditory area, layer 6a",AUDd6a,1592.0,1877.0,3469.0,0.092265625,0.092140625,0.18440625,17254.5300592718,20371.03612006105,18811.7268259617
"Dorsal auditory area, layer 6b",AUDd6b,381.0,412.0,793.0,0.015234375,0.015046875,0.03028125,25009.23076923077,27381.10072689512,26187.82249742002
Primary auditory area,AUDp,22887.0,31199.0,54086.0,1.07671875,1.07509375,2.1518125,21256.247279059644,29019.79478533849,25135.089604693716
"Primary auditory area, layer 1",AUDp1,1102.0,1477.0,2579.0,0.18984375,0.1886875,0.37853125,5804.77366255144,7827.757535607817,6813.175926690333
"Primary auditory area, layer 2/3",AUDp2/3,3537.0,3949.0,7486.0,0.235625,0.23571875,0.47134375,15011.140583554376,16753.01604136285,15882.25154147053
"Primary auditory area, layer 4",AUDp4,4183.0,5231.0,9414.0,0.117375,0.117359375,0.234734375,35637.912673056446,44572.49367594195,40104.905811089666
"Primary auditory area, layer 5",AUDp5,10317.0,16039.0,26356.0,0.3574375,0.35709375,0.7145312500000001,28863.78737541528,44915.375864181326,36885.720533566586
"Primary auditory area, layer 6a",AUDp6a,2999.0,3624.0,6623.0,0.149203125,0.14903125,0.298234375,20100.11519530841,24317.047599077378,22207.366270236285
"Primary auditory area, layer 6b",AUDp6b,749.0,879.0,1628.0,0.027234375,0.027203125,0.0544375,27502.008032128513,32312.46410109133,29905.85533869116
Posterior auditory area,AUDpo,5183.0,7010.0,12193.0,0.306625,0.3053125,0.6119375,16903.38361190379,22960.08188331627,19925.2374629762
"Posterior auditory area, layer 1",AUDpo1,313.0,387.0,700.0,0.056703125,0.056125,0.112828125,5519.977955359604,6895.32293986637,6204.126852236533
"Posterior auditory area, layer 2/3",AUDpo2/3,1153.0,1808.0,2961.0,0.073265625,0.07325,0.14651562499999998,15737.257410961824,24682.59385665529,20209.448650954466
"Posterior auditory area, layer 4",AUDpo4,1142.0,1909.0,3051.0,0.0373125,0.0371875,0.0745,30606.365159128974,51334.45378151261,40953.02013422819
"Posterior auditory area, layer 5",AUDpo5,1578.0,1990.0,3568.0,0.0906875,0.090703125,0.181390625,17400.41350792557,21939.707149009475,19670.25583598932
"Posterior auditory area, layer 6a",AUDpo6a,769.0,678.0,1447.0,0.039578125,0.0393125,0.07889062499999999,19429.92499013028,17246.42289348172,18341.84987126164
"Posterior auditory area, layer 6b",AUDpo6b,228.0,238.0,466.0,0.009078125,0.008734375,0.017812500000000002,25115.31841652324,27248.65831842576,26161.403508771928
Ventral auditory area,AUDv,14042.0,21564.0,35606.0,0.912859375,0.90990625,1.8227656250000002,15382.434999914416,23699.144829481054,19534.052821519497
"Ventral auditory area, layer 1",AUDv1,945.0,1393.0,2338.0,0.145921875,0.14425,0.29017187499999997,6476.068101509797,9656.84575389948,8057.293629852998
"Ventral auditory area, layer 2/3",AUDv2/3,2674.0,3054.0,5728.0,0.19434375,0.1919375,0.38628125,13759.125261296029,15911.429501790946,14828.573739988673
"Ventral auditory area, layer 4",AUDv4,2266.0,3353.0,5619.0,0.10675,0.107203125,0.213953125,21227.166276346605,31277.073312928147,26262.76199518002
"Ventral auditory area, layer 5",AUDv5,5323.0,9765.0,15088.0,0.30221875,0.302015625,0.604234375,17613.07000310206,32332.764240260745,24970.442967598457
"Ventral auditory area, layer 6a",AUDv6a,2389.0,3400.0,5789.0,0.141671875,0.141203125,0.282875,16862.909451858388,24078.787208144295,20464.869642068054
"Ventral auditory area, layer 6b",AUDv6b,445.0,599.0,1044.0,0.021953125,0.023296875,0.04525,20270.462633451956,25711.602951039567,23071.82320441989
Visual areas,VIS,67840.0,65350.0,133190.0,6.73221875,6.726890625,13.459109375,10076.915578537908,9714.74097663064,9895.899965520564
Anterolateral visual area,VISal,4786.0,3807.0,8593.0,0.37953125,0.377265625,0.756796875,12610.292301358584,10091.033340236074,11354.433777227212
"Anterolateral visual area, layer 1",VISal1,383.0,133.0,516.0,0.058921875,0.058296875,0.11721875,6500.132590824715,2281.425891181989,4402.026126366302
"Anterolateral visual area, layer 2/3",VISal2/3,600.0,762.0,1362.0,0.099625,0.09903125,0.19865625,6022.584692597239,7694.540864626065,6856.064181217555
"Anterolateral visual area, layer 4",VISal4,730.0,870.0,1600.0,0.051671875,0.0520625,0.10373437499999999,14127.608104021772,16710.684273709485,15424.009640006027
"Anterolateral visual area, layer 5",VISal5,1784.0,1077.0,2861.0,0.101765625,0.10153125,0.203296875,17530.47750652541,10607.571560480148,14073.01514103451
"Anterolateral visual area, layer 6a",VISal6a,1052.0,763.0,1815.0,0.0563125,0.055359375,0.111671875,18681.465038845727,13782.670053626867,16252.97327550021
"Anterolateral visual area, layer 6b",VISal6b,237.0,202.0,439.0,0.011234375,0.010984375,0.02221875,21095.966620305982,18389.758179231863,19758.087201125178
Anteromedial visual area,VISam,2690.0,4478.0,7168.0,0.3951875,0.395453125,0.790640625,6806.8954610153405,11323.718835196963,9066.065888025929
"Anteromedial visual area, layer 1",VISam1,387.0,583.0,970.0,0.066859375,0.067546875,0.13440625,5788.2682869829405,8631.043256997455,7216.926296210184
"Anteromedial visual area, layer 2/3",VISam2/3,744.0,1511.0,2255.0,0.104,0.103828125,0.20782812499999997,7153.846153846154,14552.896914973666,10850.312006616045
"Anteromedial visual area, layer 4",VISam4,241.0,642.0,883.0,0.030171875,0.030125,0.060296875,7987.57120662869,21311.20331950207,14644.208344130604
"Anteromedial visual area, layer 5",VISam5,491.0,801.0,1292.0,0.11375,0.11346875,0.22721875,4316.483516483517,7059.212338198844,5686.150460734424
"Anteromedial visual area, layer 6a",VISam6a,703.0,795.0,1498.0,0.067796875,0.068171875,0.13596875000000003,10369.209495275409,11661.700664680266,11017.237416685817
"Anteromedial visual area, layer 6b",VISam6b,124.0,146.0,270.0,0.012609375,0.0123125,0.024921875000000003,9833.952912019826,11857.868020304568,10833.85579937304
Lateral visual area,VISl,5825.0,6553.0,12378.0,0.61309375,0.612828125,1.225921875,9500.993934451297,10693.04709211902,10096.891370014911
"Lateral visual area, layer 1",VISl1,406.0,490.0,896.0,0.0928125,0.09240625,0.18521875,4374.410774410774,5302.671626648631,4837.523198920196
"Lateral visual area, layer 2/3",VISl2/3,796.0,1909.0,2705.0,0.150609375,0.150921875,0.30153125000000003,5285.195559705364,12648.928460503155,8970.877811172142
"Lateral visual area, layer 4",VISl4,1098.0,1035.0,2133.0,0.089640625,0.089609375,0.17925000000000002,12248.91058044274,11550.130775937228,11899.581589958158
"Lateral visual area, layer 5",VISl5,1735.0,1526.0,3261.0,0.157,0.15721875,0.31421875,11050.955414012738,9706.22142715166,10378.120338140228
"Lateral visual area, layer 6a",VISl6a,1485.0,1428.0,2913.0,0.10353125,0.10365625,0.20718750000000002,14343.49532146091,13776.303889056377,14059.728506787329
"Lateral visual area, layer 6b",VISl6b,305.0,165.0,470.0,0.0195,0.019015625,0.038515625,15641.02564102564,8677.07477403451,12202.839756592293
Primary visual area,VISp,37959.0,31877.0,69836.0,3.537703125,3.535171875,7.072875,10729.843251050072,9017.10047690397,9873.778343318665
"Primary visual area, layer 1",VISp1,3469.0,1943.0,5412.0,0.630546875,0.631125,1.261671875,5501.573534877959,3078.6294315706077,4289.546360855512
"Primary visual area, layer 2/3",VISp2/3,7757.0,7822.0,15579.0,0.99971875,1.000015625,1.999734375,7759.182270013442,7821.877783159637,7790.534680387239
"Primary visual area, layer 4",VISp4,7830.0,6407.0,14237.0,0.5121875,0.5121875,1.024375,15287.370347773032,12509.090909090908,13898.230628431971
"Primary visual area, layer 5",VISp5,9324.0,7493.0,16817.0,0.776203125,0.77603125,1.5522343749999998,12012.319584515972,9655.539000523497,10834.059772706683
"Primary visual area, layer 6a",VISp6a,8749.0,7168.0,15917.0,0.534015625,0.53453125,1.068546875,16383.415747432484,13409.88015200234,14895.930513109217
"Primary visual area, layer 6b",VISp6b,830.0,1044.0,1874.0,0.08503125,0.08128125,0.1663125,9761.11723631018,12844.290657439446,11267.944381811349
Posterolateral visual area,VISpl,4375.0,2577.0,6952.0,0.397140625,0.39575,0.7928906250000001,11016.248967226658,6511.68667087808,8767.918021479947
"Posterolateral visual area, layer 1",VISpl1,812.0,209.0,1021.0,0.0949375,0.094359375,0.18929687499999998,8552.99539170507,2214.936247723133,5393.6442426743715
"Posterolateral visual area, layer 2/3",VISpl2/3,845.0,574.0,1419.0,0.104203125,0.10425,0.208453125,8109.16179337232,5505.995203836931,6807.285810658872
"Posterolateral visual area, layer 4",VISpl4,207.0,169.0,376.0,0.0181875,0.017875,0.0360625,11381.443298969072,9454.545454545456,10426.343154246102
"Posterolateral visual area, layer 5",VISpl5,1564.0,1065.0,2629.0,0.121671875,0.121453125,0.24312499999999998,12854.244253242585,8768.81512929371,10813.3676092545
"Posterolateral visual area, layer 6a",VISpl6a,845.0,528.0,1373.0,0.05375,0.05359375,0.10734375,15720.93023255814,9851.895043731778,12790.684133915574
"Posterolateral visual area, layer 6b",VISpl6b,102.0,32.0,134.0,0.004390625,0.00421875,0.008609375,23231.31672597865,7585.185185185184,15564.42831215971
posteromedial visual area,VISpm,2477.0,4051.0,6528.0,0.522125,0.522546875,1.044671875,4744.074694757003,7752.414556110397,6248.852061801703
"posteromedial visual area, layer 1",VISpm1,375.0,331.0,706.0,0.0939375,0.094328125,0.188265625,3992.0159680638726,3509.0276627463973,3750.0207486098434
"posteromedial visual area, layer 2/3",VISpm2/3,555.0,1148.0,1703.0,0.14671875,0.1465625,0.29328125000000005,3782.7476038338655,7832.8358208955215,5806.712839637718
"posteromedial visual area, layer 4",VISpm4,202.0,588.0,790.0,0.049328125,0.04925,0.098578125,4095.0269242952168,11939.086294416244,8013.9483277857025
"posteromedial visual area, layer 5",VISpm5,584.0,963.0,1547.0,0.14246875,0.143078125,0.285546875,4099.144549243255,6730.588620727312,5417.674418604652
"posteromedial visual area, layer 6a",VISpm6a,662.0,878.0,1540.0,0.075359375,0.075609375,0.15096875,8784.573916649388,11612.316594337672,10200.786586628026
"posteromedial visual area, layer 6b",VISpm6b,99.0,143.0,242.0,0.0143125,0.01371875,0.02803125,6917.03056768559,10423.69020501139,8633.221850613154
Laterointermediate area,VISli,2431.0,3537.0,5968.0,0.246234375,0.24634375,0.492578125,9872.707659115424,14357.98553850057,12115.844567803331
"Laterointermediate area, layer 1",VISli1,149.0,284.0,433.0,0.03734375,0.0373125,0.07465625000000001,3989.958158995816,7611.390284757119,5799.9162829635825
"Laterointermediate area, layer 2/3",VISli2/3,467.0,1044.0,1511.0,0.05871875,0.0584375,0.11715625,7953.166577967004,17865.24064171123,12897.305948252868
"Laterointermediate area, layer 4",VISli4,367.0,613.0,980.0,0.02853125,0.028546875,0.057078125,12863.088718510406,21473.45374931582,17169.449767314534
"Laterointermediate area, layer 5",VISli5,702.0,886.0,1588.0,0.07396875,0.074296875,0.148265625,9490.494296577946,11925.131440588852,10710.506902729476
"Laterointermediate area, layer 6a",VISli6a,606.0,591.0,1197.0,0.03984375,0.03953125,0.079375,15209.411764705885,14950.1976284585,15080.314960629921
"Laterointermediate area, layer 6b",VISli6b,140.0,119.0,259.0,0.007828125,0.00821875,0.016046875000000002,17884.23153692615,14479.087452471482,16140.214216163582
