name,acronym,count_left,count_right,count_sum,volume_left,volume_right,volume_sum,density_left,density_right,average_density
"Visceral area, layer 4",VISC4,1508.0,3115.0,4623.0,0.09134375,0.091109375,0.182453125,16509.06602805337,34189.67587034814,25338.01490108761
"Visceral area, layer 5",VISC5,4483.0,6771.0,11254.0,0.35340625,0.35278125,0.7061875,12685.11804757273,19193.196917353176,15936.277546685547
"Visceral area, layer 6a",VISC6a,3775.0,5503.0,9278.0,0.267125,0.269078125,0.536203125,14131.960692559664,20451.30944776726,17303.14421423784
"Visceral area, layer 6b",VISC6b,292.0,353.0,645.0,0.024765625,0.025390625,0.05015625,11790.536277602523,13902.76923076923,12859.81308411215
Auditory areas,AUD,28123.0,63278.0,91401.0,2.903578125,2.89728125,5.800859375,9685.635718859812,21840.475445730375,15756.458498875436
Dorsal auditory area,AUDd,5455.0,13109.0,18564.0,0.607375,0.60696875,1.2143437499999998,8981.271866639227,21597.48751480204,15287.269358449783
"Dorsal auditory area, layer 1",AUDd1,467.0,1726.0,2193.0,0.098125,0.09871875,0.19684374999999998,4759.235668789809,17484.013928458375,11140.816002540087
"Dorsal auditory area, layer 2/3",AUDd2/3,1337.0,2606.0,3943.0,0.164,0.163453125,0.327453125,8152.4390243902435,15943.408851926202,12041.418141909624
"Dorsal auditory area, layer 4",AUDd4,648.0,1972.0,2620.0,0.06609375,0.066390625,0.132484375,9804.255319148937,29702.988938573784,19775.91697134096
"Dorsal auditory area, layer 5",AUDd5,1675.0,4111.0,5786.0,0.17165625,0.17121875,0.34287500000000004,9757.873657382122,24010.22084321957,16874.954429456797
"Dorsal auditory area, layer 6a",AUDd6a,1084.0,2143.0,3227.0,0.092265625,0.092140625,0.18440625,11748.687552921252,23257.927759877904,17499.4068801898
"Dorsal auditory area, layer 6b",AUDd6b,244.0,551.0,795.0,0.015234375,0.015046875,0.03028125,16016.410256410256,36618.89927310488,26253.86996904025
Primary auditory area,AUDp,10087.0,26552.0,36639.0,1.07671875,1.07509375,2.1518125,9368.277463358005,24697.38104235096,17027.041157164018
"Primary auditory area, layer 1",AUDp1,1889.0,2723.0,4612.0,0.18984375,0.1886875,0.37853125,9950.28806584362,14431.268631997347,12183.93461570214
"Primary auditory area, layer 2/3",AUDp2/3,3399.0,4893.0,8292.0,0.235625,0.23571875,0.47134375,14425.464190981433,20757.78867824473,17592.25618245707
"Primary auditory area, layer 4",AUDp4,1135.0,4233.0,5368.0,0.117375,0.117359375,0.234734375,9669.861554845582,36068.699241113034,22868.401783931306
"Primary auditory area, layer 5",AUDp5,2032.0,10440.0,12472.0,0.3574375,0.35709375,0.7145312500000001,5684.909949291834,29236.019952743503,17454.799912530067
"Primary auditory area, layer 6a",AUDp6a,1303.0,3312.0,4615.0,0.149203125,0.14903125,0.298234375,8733.061053513456,22223.52694485217,15474.406664221722
"Primary auditory area, layer 6b",AUDp6b,329.0,951.0,1280.0,0.027234375,0.027203125,0.0544375,12080.321285140562,34959.21883974727,23513.203214695754
Posterior auditory area,AUDpo,2773.0,6969.0,9742.0,0.306625,0.3053125,0.6119375,9043.620057072972,22825.79324462641,15919.926463078336
"Posterior auditory area, layer 1",AUDpo1,663.0,1155.0,1818.0,0.056703125,0.056125,0.112828125,11692.477266464592,20579.064587973273,16113.003739094309
"Posterior auditory area, layer 2/3",AUDpo2/3,830.0,2553.0,3383.0,0.073265625,0.07325,0.14651562499999998,11328.641501386222,34853.24232081912,23089.687533326225
"Posterior auditory area, layer 4",AUDpo4,294.0,941.0,1235.0,0.0373125,0.0371875,0.0745,7879.396984924623,25304.20168067227,16577.18120805369
"Posterior auditory area, layer 5",AUDpo5,470.0,1150.0,1620.0,0.0906875,0.090703125,0.181390625,5182.6326671261195,12678.725236864771,8931.001808941339
"Posterior auditory area, layer 6a",AUDpo6a,388.0,907.0,1295.0,0.039578125,0.0393125,0.07889062499999999,9803.395183576788,23071.54213036566,16415.13170924936
"Posterior auditory area, layer 6b",AUDpo6b,128.0,263.0,391.0,0.009078125,0.008734375,0.017812500000000002,14099.827882960411,30110.91234347048,21950.877192982454
Ventral auditory area,AUDv,9808.0,16648.0,26456.0,0.912859375,0.90990625,1.8227656250000002,10744.261677763894,18296.39042483772,14514.208320117952
"Ventral auditory area, layer 1",AUDv1,1621.0,1765.0,3386.0,0.145921875,0.14425,0.29017187499999997,11108.684013277652,12235.70190641248,11668.946206450919
"Ventral auditory area, layer 2/3",AUDv2/3,3006.0,3440.0,6446.0,0.19434375,0.1919375,0.38628125,15467.438494934877,17922.50081406708,16687.323032117143
"Ventral auditory area, layer 4",AUDv4,1261.0,2374.0,3635.0,0.10675,0.107203125,0.213953125,11812.64637002342,22144.87684011077,16989.70276783758
"Ventral auditory area, layer 5",AUDv5,2332.0,5714.0,8046.0,0.30221875,0.302015625,0.604234375,7716.265122531279,18919.550933829996,13316.0249282408
"Ventral auditory area, layer 6a",AUDv6a,1336.0,2769.0,4105.0,0.141671875,0.141203125,0.282875,9430.241535237676,19610.04758216222,14511.71011931065
"Ventral auditory area, layer 6b",AUDv6b,252.0,586.0,838.0,0.021953125,0.023296875,0.04525,11479.00355871886,25153.588195841716,18519.337016574587
Visual areas,VIS,82271.0,124686.0,206957.0,6.73221875,6.726890625,13.459109375,12220.488230570343,18535.458200645266,15376.723246221483
Anterolateral visual area,VISal,3028.0,4715.0,7743.0,0.37953125,0.377265625,0.756796875,7978.262659530671,12497.8256367778,10231.27903375658
"Anterolateral visual area, layer 1",VISal1,498.0,651.0,1149.0,0.058921875,0.058296875,0.11721875,8451.86953062848,11166.979362101314,9802.18608371101
"Anterolateral visual area, layer 2/3",VISal2/3,843.0,1683.0,2526.0,0.099625,0.09903125,0.19865625,8461.731493099122,16994.635531713473,12715.431807456347
"Anterolateral visual area, layer 4",VISal4,280.0,641.0,921.0,0.051671875,0.0520625,0.10373437499999999,5418.808587843968,12312.124849939975,8878.445549028469
"Anterolateral visual area, layer 5",VISal5,583.0,900.0,1483.0,0.101765625,0.10153125,0.203296875,5728.8499923230465,8864.265927977838,7294.750595649835
"Anterolateral visual area, layer 6a",VISal6a,637.0,728.0,1365.0,0.0563125,0.055359375,0.111671875,11311.875693673695,13150.43748235958,12223.310479921645
"Anterolateral visual area, layer 6b",VISal6b,187.0,112.0,299.0,0.011234375,0.010984375,0.02221875,16645.340751043117,10196.301564722618,13457.102672292547
Anteromedial visual area,VISam,3377.0,12762.0,16139.0,0.3951875,0.395453125,0.790640625,8545.310770204016,32271.840056896755,20412.5610165807
"Anteromedial visual area, layer 1",VISam1,294.0,749.0,1043.0,0.066859375,0.067546875,0.13440625,4397.289086235101,11088.595882489011,7760.055800976516
"Anteromedial visual area, layer 2/3",VISam2/3,1458.0,3837.0,5295.0,0.104,0.103828125,0.20782812499999997,14019.23076923077,36955.304740406325,25477.783625291333
"Anteromedial visual area, layer 4",VISam4,303.0,1341.0,1644.0,0.030171875,0.030125,0.060296875,10042.465044018643,44514.52282157677,27265.094584089144
"Anteromedial visual area, layer 5",VISam5,678.0,3791.0,4469.0,0.11375,0.11346875,0.22721875,5960.43956043956,33410.07986780501,19668.271214413424
"Anteromedial visual area, layer 6a",VISam6a,504.0,2454.0,2958.0,0.067796875,0.068171875,0.13596875000000003,7433.970961050933,35997.249598899834,21754.99885083888
"Anteromedial visual area, layer 6b",VISam6b,140.0,590.0,730.0,0.012609375,0.0123125,0.024921875000000003,11102.850061957868,47918.78172588832,29291.536050156737
Lateral visual area,VISl,14730.0,16129.0,30859.0,0.61309375,0.612828125,1.225921875,24025.68938274122,26318.96178067872,25172.077135828902
"Lateral visual area, layer 1",VISl1,1317.0,2011.0,3328.0,0.0928125,0.09240625,0.18521875,14189.89898989899,21762.597226919177,17967.943310275015
"Lateral visual area, layer 2/3",VISl2/3,3822.0,5375.0,9197.0,0.150609375,0.150921875,0.30153125000000003,25376.90631808279,35614.4528419091,30500.98455798528
"Lateral visual area, layer 4",VISl4,2945.0,2870.0,5815.0,0.089640625,0.089609375,0.17925000000000002,32853.40770437511,32027.898866608542,32440.72524407252
"Lateral visual area, layer 5",VISl5,2975.0,2784.0,5759.0,0.157,0.15721875,0.31421875,18949.04458598726,17707.811568276684,18327.996021879662
"Lateral visual area, layer 6a",VISl6a,3055.0,2877.0,5932.0,0.10353125,0.10365625,0.20718750000000002,29507.998792635073,27755.20048236358,28631.070889894418
"Lateral visual area, layer 6b",VISl6b,616.0,212.0,828.0,0.0195,0.019015625,0.038515625,31589.74358974359,11148.72637633525,21497.768762677486
Primary visual area,VISp,39180.0,53661.0,92841.0,3.537703125,3.535171875,7.072875,11074.982443587603,15179.177108609463,13126.345368750332
"Primary visual area, layer 1",VISp1,2779.0,6513.0,9292.0,0.630546875,0.631125,1.261671875,4407.285342584562,10319.667260843731,7364.83089155015
"Primary visual area, layer 2/3",VISp2/3,13356.0,17324.0,30680.0,0.99971875,1.000015625,1.999734375,13359.757431777689,17323.729316729427,15342.037614370658
"Primary visual area, layer 4",VISp4,9171.0,8971.0,18142.0,0.5121875,0.5121875,1.024375,17905.55216595485,17515.070164734592,17710.311165344723
"Primary visual area, layer 5",VISp5,5518.0,8270.0,13788.0,0.776203125,0.77603125,1.5522343749999998,7108.963906838175,10656.787339427376,8882.679202359503
"Primary visual area, layer 6a",VISp6a,7231.0,11524.0,18755.0,0.534015625,0.53453125,1.068546875,13540.802293940367,21559.076293481437,17551.87389416117
"Primary visual area, layer 6b",VISp6b,1125.0,1059.0,2184.0,0.08503125,0.08128125,0.1663125,13230.429988974642,13028.83506343714,13131.905298759864
Posterolateral visual area,VISpl,3927.0,4591.0,8518.0,0.397140625,0.39575,0.7928906250000001,9888.18507298265,11600.758054327229,10742.969750714356
"Posterolateral visual area, layer 1",VISpl1,528.0,728.0,1256.0,0.0949375,0.094359375,0.18929687499999998,5561.553653719553,7715.184633217421,6635.080478745358
"Posterolateral visual area, layer 2/3",VISpl2/3,984.0,1371.0,2355.0,0.104203125,0.10425,0.208453125,9443.094916779128,13151.079136690649,11297.503935237239
"Posterolateral visual area, layer 4",VISpl4,429.0,465.0,894.0,0.0181875,0.017875,0.0360625,23587.628865979383,26013.986013986017,24790.294627383017
"Posterolateral visual area, layer 5",VISpl5,1308.0,1298.0,2606.0,0.121671875,0.121453125,0.24312499999999998,10750.224733530244,10687.250739740126,10718.766066838047
"Posterolateral visual area, layer 6a",VISpl6a,623.0,690.0,1313.0,0.05375,0.05359375,0.10734375,11590.697674418603,12874.635568513118,12231.732168850072
"Posterolateral visual area, layer 6b",VISpl6b,55.0,39.0,94.0,0.004390625,0.00421875,0.008609375,12526.690391459071,9244.444444444443,10918.330308529945
posteromedial visual area,VISpm,2118.0,10738.0,12856.0,0.522125,0.522546875,1.044671875,4056.499880296864,20549.352629847803,12306.256450141344
"posteromedial visual area, layer 1",VISpm1,175.0,1121.0,1296.0,0.0939375,0.094328125,0.188265625,1862.9407850964735,11884.0483683949,6883.890779317786
"posteromedial visual area, layer 2/3",VISpm2/3,1125.0,3625.0,4750.0,0.14671875,0.1465625,0.29328125000000005,7667.731629392971,24733.475479744135,16196.057538625464
"posteromedial visual area, layer 4",VISpm4,205.0,1269.0,1474.0,0.049328125,0.04925,0.098578125,4155.8441558441555,25766.49746192893,14952.607386273578
"posteromedial visual area, layer 5",VISpm5,264.0,2292.0,2556.0,0.14246875,0.143078125,0.285546875,1853.0379469181837,16019.220268646935,8951.24487004104
"posteromedial visual area, layer 6a",VISpm6a,274.0,2071.0,2345.0,0.075359375,0.075609375,0.15096875,3635.911258552768,27390.783219673485,15533.01593872904
"posteromedial visual area, layer 6b",VISpm6b,75.0,360.0,435.0,0.0143125,0.01371875,0.02803125,5240.174672489083,26241.457858769932,15518.394648829431
Laterointermediate area,VISli,4186.0,7297.0,11483.0,0.246234375,0.24634375,0.492578125,17000.063455803032,29621.210199162757,23312.03806502776
"Laterointermediate area, layer 1",VISli1,541.0,1013.0,1554.0,0.03734375,0.0373125,0.07465625000000001,14487.029288702928,27149.078726968175,20815.40393470071
"Laterointermediate area, layer 2/3",VISli2/3,1220.0,2502.0,3722.0,0.05871875,0.0584375,0.11715625,20777.00904736562,42814.97326203209,31769.53854361163
"Laterointermediate area, layer 4",VISli4,455.0,993.0,1448.0,0.02853125,0.028546875,0.057078125,15947.426067907994,34784.89326765189,25368.738023542293
"Laterointermediate area, layer 5",VISli5,841.0,1548.0,2389.0,0.07396875,0.074296875,0.148265625,11369.66624419096,20835.33123028391,16112.972916008008
"Laterointermediate area, layer 6a",VISli6a,922.0,1145.0,2067.0,0.03984375,0.03953125,0.079375,23140.39215686275,28964.42687747036,26040.94488188976
"Laterointermediate area, layer 6b",VISli6b,207.0,96.0,303.0,0.007828125,0.00821875,0.016046875000000002,26443.11377245509,11680.60836501901,18882.181110029207
