id,name,acronym,parent_structure_id,depth,count,volume (mm^3),density (cells/mm^3)
83,"left Primary somatosensory area, upper limb, layer 5",SSp-ul5-L,79.0,9.0,929.0,0.395625,2348.1832543443916
84,"left Primary somatosensory area, upper limb, layer 6a",SSp-ul6a-L,79.0,9.0,2316.0,0.470546875,4921.9325917316955
85,"left Primary somatosensory area, upper limb, layer 6b",SSp-ul6b-L,79.0,9.0,228.0,0.037078125,6149.178255372945
86,"left Primary somatosensory area, trunk",SSp-tr-L,37.0,8.0,4603.0,0.700375,6572.193467785115
87,"left Primary somatosensory area, trunk, layer 1",SSp-tr1-L,86.0,9.0,271.0,0.10228125,2649.556981362664
88,"left Primary somatosensory area, trunk, layer 2/3",SSp-tr2/3-L,86.0,9.0,1372.0,0.21225,6464.075382803298
89,"left Primary somatosensory area, trunk, layer 4",SSp-tr4-L,86.0,9.0,498.0,0.07596875,6555.327025915261
90,"left Primary somatosensory area, trunk, layer 5",SSp-tr5-L,86.0,9.0,1235.0,0.17646875,6998.406233398265
91,"left Primary somatosensory area, trunk, layer 6a",SSp-tr6a-L,86.0,9.0,1097.0,0.11621875,9439.096531325626
92,"left Primary somatosensory area, trunk, layer 6b",SSp-tr6b-L,86.0,9.0,130.0,0.0171875,7563.636363636363
93,"left Primary somatosensory area, unassigned",SSp-un-L,37.0,8.0,3890.0,0.63115625,6163.291577957122
94,"left Primary somatosensory area, unassigned, layer 1",SSp-un1-L,93.0,9.0,1350.0,0.08315625,16234.498308906426
95,"left Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3-L,93.0,9.0,1012.0,0.165390625,6118.847425602266
96,"left Primary somatosensory area, unassigned, layer 4",SSp-un4-L,93.0,9.0,330.0,0.09409375,3507.140484888741
97,"left Primary somatosensory area, unassigned, layer 5",SSp-un5-L,93.0,9.0,326.0,0.129125,2524.6853823814135
98,"left Primary somatosensory area, unassigned, layer 6a",SSp-un6a-L,93.0,9.0,806.0,0.146953125,5484.742158426369
99,"left Primary somatosensory area, unassigned, layer 6b",SSp-un6b-L,93.0,9.0,66.0,0.0124375,5306.532663316582
100,left Supplemental somatosensory area,SSs-L,30.0,7.0,28466.0,4.512671875,6308.014583932053
101,"left Supplemental somatosensory area, layer 1",SSs1-L,100.0,8.0,8825.0,0.624,14142.628205128205
102,"left Supplemental somatosensory area, layer 2/3",SSs2/3-L,100.0,8.0,6276.0,1.072484375,5851.833505732893
103,"left Supplemental somatosensory area, layer 4",SSs4-L,100.0,8.0,3609.0,0.5831875,6188.404243918123
104,"left Supplemental somatosensory area, layer 5",SSs5-L,100.0,8.0,3666.0,1.092734375,3354.8866804890254
105,"left Supplemental somatosensory area, layer 6a",SSs6a-L,100.0,8.0,5515.0,1.037703125,5314.622137232169
106,"left Supplemental somatosensory area, layer 6b",SSs6b-L,100.0,8.0,575.0,0.1025625,5606.337599024985
107,left Gustatory areas,GU-L,5.0,6.0,7382.0,0.884859375,8342.568557857005
108,"left Gustatory areas, layer 1",GU1-L,107.0,7.0,1148.0,0.0978125,11736.741214057509
109,"left Gustatory areas, layer 2/3",GU2/3-L,107.0,7.0,1658.0,0.20109375,8244.910644910646
110,"left Gustatory areas, layer 4",GU4-L,107.0,7.0,486.0,0.0735,6612.244897959184
111,"left Gustatory areas, layer 5",GU5-L,107.0,7.0,2319.0,0.272515625,8509.603807121151
112,"left Gustatory areas, layer 6a",GU6a-L,107.0,7.0,1662.0,0.219875,7558.840250142127
113,"left Gustatory areas, layer 6b",GU6b-L,107.0,7.0,109.0,0.0200625,5433.021806853582
114,left Visceral area,VISC-L,5.0,6.0,7496.0,1.177078125,6368.311364209576
115,"left Visceral area, layer 1",VISC1-L,114.0,7.0,2499.0,0.171578125,14564.793734632547
116,"left Visceral area, layer 2/3",VISC2/3-L,114.0,7.0,1782.0,0.268859375,6628.000232463532
117,"left Visceral area, layer 4",VISC4-L,114.0,7.0,326.0,0.09134375,3568.936024632227
118,"left Visceral area, layer 5",VISC5-L,114.0,7.0,925.0,0.35340625,2617.3843841188436
119,"left Visceral area, layer 6a",VISC6a-L,114.0,7.0,1785.0,0.267125,6682.264857276556
120,"left Visceral area, layer 6b",VISC6b-L,114.0,7.0,179.0,0.024765625,7227.760252365931
121,left Auditory areas,AUD-L,5.0,6.0,22618.0,2.903578125,7789.699131997697
122,left Dorsal auditory area,AUDd-L,121.0,7.0,5547.0,0.607375,9132.743362831858
123,"left Dorsal auditory area, layer 1",AUDd1-L,122.0,8.0,840.0,0.098125,8560.509554140128
124,"left Dorsal auditory area, layer 2/3",AUDd2/3-L,122.0,8.0,1334.0,0.164,8134.1463414634145
125,"left Dorsal auditory area, layer 4",AUDd4-L,122.0,8.0,1020.0,0.06609375,15432.624113475176
126,"left Dorsal auditory area, layer 5",AUDd5-L,122.0,8.0,1502.0,0.17165625,8750.045512470417
127,"left Dorsal auditory area, layer 6a",AUDd6a-L,122.0,8.0,740.0,0.092265625,8020.321761219306
128,"left Dorsal auditory area, layer 6b",AUDd6b-L,122.0,8.0,111.0,0.015234375,7286.153846153847
136,left Primary auditory area,AUDp-L,121.0,7.0,8608.0,1.07671875,7994.659701059353
137,"left Primary auditory area, layer 1",AUDp1-L,136.0,8.0,1218.0,0.18984375,6415.802469135802
138,"left Primary auditory area, layer 2/3",AUDp2/3-L,136.0,8.0,1643.0,0.235625,6972.944297082228
139,"left Primary auditory area, layer 4",AUDp4-L,136.0,8.0,1485.0,0.117375,12651.757188498403
140,"left Primary auditory area, layer 5",AUDp5-L,136.0,8.0,2859.0,0.3574375,7998.60115404791
141,"left Primary auditory area, layer 6a",AUDp6a-L,136.0,8.0,1229.0,0.149203125,8237.092889307782
142,"left Primary auditory area, layer 6b",AUDp6b-L,136.0,8.0,174.0,0.027234375,6388.984509466437
143,left Posterior auditory area,AUDpo-L,121.0,7.0,2532.0,0.306625,8257.64370158989
144,"left Posterior auditory area, layer 1",AUDpo1-L,143.0,8.0,444.0,0.056703125,7830.256268944613
145,"left Posterior auditory area, layer 2/3",AUDpo2/3-L,143.0,8.0,586.0,0.073265625,7998.2938792919595
146,"left Posterior auditory area, layer 4",AUDpo4-L,143.0,8.0,563.0,0.0373125,15088.777219430487
147,"left Posterior auditory area, layer 5",AUDpo5-L,143.0,8.0,589.0,0.0906875,6494.831150930392
148,"left Posterior auditory area, layer 6a",AUDpo6a-L,143.0,8.0,283.0,0.039578125,7150.4145282273985
149,"left Posterior auditory area, layer 6b",AUDpo6b-L,143.0,8.0,67.0,0.009078125,7380.378657487092
150,left Ventral auditory area,AUDv-L,121.0,7.0,5931.0,0.912859375,6497.1672115433985
151,"left Ventral auditory area, layer 1",AUDv1-L,150.0,8.0,889.0,0.145921875,6092.301102901809
152,"left Ventral auditory area, layer 2/3",AUDv2/3-L,150.0,8.0,1158.0,0.19434375,5958.514230583695
153,"left Ventral auditory area, layer 4",AUDv4-L,150.0,8.0,780.0,0.10675,7306.791569086651
154,"left Ventral auditory area, layer 5",AUDv5-L,150.0,8.0,1990.0,0.30221875,6584.634474201221
155,"left Ventral auditory area, layer 6a",AUDv6a-L,150.0,8.0,978.0,0.141671875,6903.275614867101
156,"left Ventral auditory area, layer 6b",AUDv6b-L,150.0,8.0,136.0,0.021953125,6195.017793594306
157,left Visual areas,VIS-L,5.0,6.0,46370.0,6.73221875,6887.773811568437
164,left Anterolateral visual area,VISal-L,157.0,7.0,3274.0,0.37953125,8626.430629888844
165,"left Anterolateral visual area, layer 1",VISal1-L,164.0,8.0,688.0,0.058921875,11676.478387695572
166,"left Anterolateral visual area, layer 2/3",VISal2/3-L,164.0,8.0,764.0,0.099625,7668.7578419071515
167,"left Anterolateral visual area, layer 4",VISal4-L,164.0,8.0,480.0,0.051671875,9289.386150589658
168,"left Anterolateral visual area, layer 5",VISal5-L,164.0,8.0,783.0,0.101765625,7694.15016121603
169,"left Anterolateral visual area, layer 6a",VISal6a-L,164.0,8.0,476.0,0.0563125,8452.830188679245
170,"left Anterolateral visual area, layer 6b",VISal6b-L,164.0,8.0,83.0,0.011234375,7388.038942976356
171,left Anteromedial visual area,VISam-L,157.0,7.0,2486.0,0.3951875,6290.684801518266
172,"left Anteromedial visual area, layer 1",VISam1-L,171.0,8.0,176.0,0.066859375,2632.3907455012854
173,"left Anteromedial visual area, layer 2/3",VISam2/3-L,171.0,8.0,630.0,0.104,6057.692307692308
174,"left Anteromedial visual area, layer 4",VISam4-L,171.0,8.0,182.0,0.030171875,6032.107716209218
175,"left Anteromedial visual area, layer 5",VISam5-L,171.0,8.0,931.0,0.11375,8184.615384615385
176,"left Anteromedial visual area, layer 6a",VISam6a-L,171.0,8.0,509.0,0.067796875,7507.72067296612
177,"left Anteromedial visual area, layer 6b",VISam6b-L,171.0,8.0,58.0,0.012609375,4599.752168525402
178,left Lateral visual area,VISl-L,157.0,7.0,4627.0,0.61309375,7546.969774198481
179,"left Lateral visual area, layer 1",VISl1-L,178.0,8.0,497.0,0.0928125,5354.882154882154
180,"left Lateral visual area, layer 2/3",VISl2/3-L,178.0,8.0,1270.0,0.150609375,8432.410001037453
181,"left Lateral visual area, layer 4",VISl4-L,178.0,8.0,916.0,0.089640625,10218.581139968624
182,"left Lateral visual area, layer 5",VISl5-L,178.0,8.0,1267.0,0.157,8070.0636942675155
183,"left Lateral visual area, layer 6a",VISl6a-L,178.0,8.0,620.0,0.10353125,5988.530033202535
184,"left Lateral visual area, layer 6b",VISl6b-L,178.0,8.0,57.0,0.0195,2923.076923076923
185,left Primary visual area,VISp-L,157.0,7.0,25471.0,3.537703125,7199.8692654573715
186,"left Primary visual area, layer 1",VISp1-L,185.0,8.0,3480.0,0.630546875,5519.018708957999
187,"left Primary visual area, layer 2/3",VISp2/3-L,185.0,8.0,7392.0,0.99971875,7394.079584883249
188,"left Primary visual area, layer 4",VISp4-L,185.0,8.0,4581.0,0.5121875,8943.990237949969
189,"left Primary visual area, layer 5",VISp5-L,185.0,8.0,6191.0,0.776203125,7976.004992249935
190,"left Primary visual area, layer 6a",VISp6a-L,185.0,8.0,3464.0,0.534015625,6486.7015829358925
191,"left Primary visual area, layer 6b",VISp6b-L,185.0,8.0,363.0,0.08503125,4269.018743109151
192,left Posterolateral visual area,VISpl-L,157.0,7.0,2220.0,0.397140625,5589.9594759412985
193,"left Posterolateral visual area, layer 1",VISpl1-L,192.0,8.0,270.0,0.0949375,2843.9763001974984
194,"left Posterolateral visual area, layer 2/3",VISpl2/3-L,192.0,8.0,570.0,0.104203125,5470.085470085471
195,"left Posterolateral visual area, layer 4",VISpl4-L,192.0,8.0,109.0,0.0181875,5993.127147766323
196,"left Posterolateral visual area, layer 5",VISpl5-L,192.0,8.0,843.0,0.121671875,6928.470527802749
197,"left Posterolateral visual area, layer 6a",VISpl6a-L,192.0,8.0,416.0,0.05375,7739.53488372093
198,"left Posterolateral visual area, layer 6b",VISpl6b-L,192.0,8.0,12.0,0.004390625,2733.0960854092523
199,left posteromedial visual area,VISpm-L,157.0,7.0,3999.0,0.522125,7659.085468039263
200,"left posteromedial visual area, layer 1",VISpm1-L,199.0,8.0,386.0,0.0939375,4109.115103127079
201,"left posteromedial visual area, layer 2/3",VISpm2/3-L,199.0,8.0,1243.0,0.14671875,8471.99148029819
202,"left posteromedial visual area, layer 4",VISpm4-L,199.0,8.0,461.0,0.049328125,9345.581248020273
203,"left posteromedial visual area, layer 5",VISpm5-L,199.0,8.0,1362.0,0.14246875,9559.991226146085
204,"left posteromedial visual area, layer 6a",VISpm6a-L,199.0,8.0,471.0,0.075359375,6250.051834957495
205,"left posteromedial visual area, layer 6b",VISpm6b-L,199.0,8.0,76.0,0.0143125,5310.043668122271
206,left Laterointermediate area,VISli-L,157.0,7.0,1047.0,0.246234375,4252.04644964782
207,"left Laterointermediate area, layer 1",VISli1-L,206.0,8.0,168.0,0.03734375,4498.744769874476
208,"left Laterointermediate area, layer 2/3",VISli2/3-L,206.0,8.0,218.0,0.05871875,3712.6130920702503
209,"left Laterointermediate area, layer 4",VISli4-L,206.0,8.0,111.0,0.02853125,3890.470974808324
210,"left Laterointermediate area, layer 5",VISli5-L,206.0,8.0,287.0,0.07396875,3880.016899028306
211,"left Laterointermediate area, layer 6a",VISli6a-L,206.0,8.0,226.0,0.03984375,5672.156862745099
212,"left Laterointermediate area, layer 6b",VISli6b-L,206.0,8.0,37.0,0.007828125,4726.546906187625
213,left Postrhinal area,VISpor-L,157.0,7.0,3246.0,0.641203125,5062.358359529206
214,"left Postrhinal area, layer 1",VISpor1-L,213.0,8.0,369.0,0.12509375,2949.787659255558
215,"left Postrhinal area, layer 2/3",VISpor2/3-L,213.0,8.0,918.0,0.186953125,4910.321771834518
216,"left Postrhinal area, layer 4",VISpor4-L,213.0,8.0,78.0,0.03025,2578.512396694215
217,"left Postrhinal area, layer 5",VISpor5-L,213.0,8.0,1232.0,0.192390625,6403.638430926662
218,"left Postrhinal area, layer 6a",VISpor6a-L,213.0,8.0,548.0,0.090234375,6073.073593073593
219,"left Postrhinal area, layer 6b",VISpor6b-L,213.0,8.0,101.0,0.01628125,6203.454894433781
220,left Anterior cingulate area,ACA-L,5.0,6.0,27703.0,2.754296875,10058.102396823146
226,"left Anterior cingulate area, dorsal part",ACAd-L,220.0,7.0,11820.0,1.556421875,7594.341990342432
227,"left Anterior cingulate area, dorsal part, layer 1",ACAd1-L,226.0,8.0,3046.0,0.289625,10517.047906776002
228,"left Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3-L,226.0,8.0,3002.0,0.304125,9870.94122482532
229,"left Anterior cingulate area, dorsal part, layer 5",ACAd5-L,226.0,8.0,4196.0,0.600515625,6987.328597819582
230,"left Anterior cingulate area, dorsal part, layer 6a",ACAd6a-L,226.0,8.0,1544.0,0.349875,4413.004644515899
231,"left Anterior cingulate area, dorsal part, layer 6b",ACAd6b-L,226.0,8.0,32.0,0.01228125,2605.5979643765904
232,"left Anterior cingulate area, ventral part",ACAv-L,220.0,7.0,15883.0,1.197875,13259.313367421475
233,"left Anterior cingulate area, ventral part, layer 1",ACAv1-L,232.0,8.0,3692.0,0.23403125,15775.67098411003
234,"left Anterior cingulate area, ventral part, layer 2/3",ACAv2/3-L,232.0,8.0,4798.0,0.24753125,19383.41118545638
235,"left Anterior cingulate area, ventral part, layer 5",ACAv5-L,232.0,8.0,6175.0,0.504171875,12247.80735736201
236,"left Anterior cingulate area, ventral part, 6a",ACAv6a-L,232.0,8.0,1072.0,0.181234375,5914.99267178205
237,"left Anterior cingulate area, ventral part, 6b",ACAv6b-L,232.0,8.0,146.0,0.03090625,4723.963599595551
238,left Prelimbic area,PL-L,5.0,6.0,12030.0,1.198703125,10035.846031518438
239,"left Prelimbic area, layer 1",PL1-L,238.0,7.0,2633.0,0.25490625,10329.287728331494
241,"left Prelimbic area, layer 2/3",PL2/3-L,238.0,7.0,2234.0,0.20753125,10764.643878933895
242,"left Prelimbic area, layer 5",PL5-L,238.0,7.0,5817.0,0.494078125,11773.441700135985
243,"left Prelimbic area, layer 6a",PL6a-L,238.0,7.0,1296.0,0.231484375,5598.650016874789
244,"left Prelimbic area, layer 6b",PL6b-L,238.0,7.0,50.0,0.010703125,4671.532846715328
245,left Infralimbic area,ILA-L,5.0,6.0,7989.0,0.419796875,19030.63237428816
246,"left Infralimbic area, layer 1",ILA1-L,245.0,7.0,1010.0,0.073140625,13809.01516769921
248,"left Infralimbic area, layer 2/3",ILA2/3-L,245.0,7.0,984.0,0.0715625,13750.218340611353
249,"left Infralimbic area, layer 5",ILA5-L,245.0,7.0,3934.0,0.167359375,23506.30193259266
250,"left Infralimbic area, layer 6a",ILA6a-L,245.0,7.0,2042.0,0.102421875,19937.147215865753
251,"left Infralimbic area, layer 6b",ILA6b-L,245.0,7.0,19.0,0.0053125,3576.4705882352937
252,left Orbital area,ORB-L,5.0,6.0,22114.0,2.946921875,7504.101207297868
258,"left Orbital area, lateral part",ORBl-L,252.0,7.0,7717.0,1.36346875,5659.829020650455
259,"left Orbital area, lateral part, layer 1",ORBl1-L,258.0,8.0,983.0,0.18784375,5233.072700049908
260,"left Orbital area, lateral part, layer 2/3",ORBl2/3-L,258.0,8.0,2872.0,0.31075,9242.15607401448
261,"left Orbital area, lateral part, layer 5",ORBl5-L,258.0,8.0,3178.0,0.603515625,5265.8122977346275
262,"left Orbital area, lateral part, layer 6a",ORBl6a-L,258.0,8.0,650.0,0.2386875,2723.2259753862268
263,"left Orbital area, lateral part, layer 6b",ORBl6b-L,258.0,8.0,34.0,0.022671875,1499.655410062026
264,"left Orbital area, medial part",ORBm-L,252.0,7.0,7342.0,0.694828125,10566.64193033349
265,"left Orbital area, medial part, layer 1",ORBm1-L,264.0,8.0,1782.0,0.205578125,8668.23744014593
267,"left Orbital area, medial part, layer 2/3",ORBm2/3-L,264.0,8.0,1657.0,0.158234375,10471.808037918436
268,"left Orbital area, medial part, layer 5",ORBm5-L,264.0,8.0,3051.0,0.2359375,12931.390728476821
269,"left Orbital area, medial part, layer 6a",ORBm6a-L,264.0,8.0,849.0,0.093203125,9109.136630343672
270,"left Orbital area, medial part, layer 6b",ORBm6b-L,264.0,8.0,3.0,0.001875,1600.0
272,"left Orbital area, ventrolateral part",ORBvl-L,252.0,7.0,7055.0,0.888625,7939.231959487973
273,"left Orbital area, ventrolateral part, layer 1",ORBvl1-L,272.0,8.0,1420.0,0.19271875,7368.250364845144
274,"left Orbital area, ventrolateral part, layer 2/3",ORBvl2/3-L,272.0,8.0,2696.0,0.26178125,10298.674943297123
275,"left Orbital area, ventrolateral part, layer 5",ORBvl5-L,272.0,8.0,2458.0,0.309953125,7930.231385794223
276,"left Orbital area, ventrolateral part, layer 6a",ORBvl6a-L,272.0,8.0,467.0,0.119,3924.36974789916
277,"left Orbital area, ventrolateral part, layer 6b",ORBvl6b-L,272.0,8.0,14.0,0.005171875,2706.9486404833838
278,left Agranular insular area,AI-L,5.0,6.0,30216.0,3.94978125,7650.0439106596095
279,"left Agranular insular area, dorsal part",AId-L,278.0,7.0,10560.0,1.86365625,5666.281000050304
280,"left Agranular insular area, dorsal part, layer 1",AId1-L,279.0,8.0,2354.0,0.23034375,10219.508886175552
281,"left Agranular insular area, dorsal part, layer 2/3",AId2/3-L,279.0,8.0,1943.0,0.46315625,4195.128533837123
282,"left Agranular insular area, dorsal part, layer 5",AId5-L,279.0,8.0,3980.0,0.75421875,5276.983633726953
283,"left Agranular insular area, dorsal part, layer 6a",AId6a-L,279.0,8.0,2178.0,0.39071875,5574.342157882108
284,"left Agranular insular area, dorsal part, layer 6b",AId6b-L,279.0,8.0,105.0,0.02521875,4163.5687732342
285,"left Agranular insular area, posterior part",AIp-L,278.0,7.0,13142.0,1.217265625,10796.328862075605
286,"left Agranular insular area, posterior part, layer 1",AIp1-L,285.0,8.0,3391.0,0.210953125,16074.661136212133
287,"left Agranular insular area, posterior part, layer 2/3",AIp2/3-L,285.0,8.0,5144.0,0.40159375,12808.96428293518
288,"left Agranular insular area, posterior part, layer 5",AIp5-L,285.0,8.0,3123.0,0.37634375,8298.264552021921
289,"left Agranular insular area, posterior part, layer 6a",AIp6a-L,285.0,8.0,1434.0,0.218109375,6574.683000214915
290,"left Agranular insular area, posterior part, layer 6b",AIp6b-L,285.0,8.0,50.0,0.010265625,4870.6240487062405
291,"left Agranular insular area, ventral part",AIv-L,278.0,7.0,6514.0,0.868859375,7497.185606128725
292,"left Agranular insular area, ventral part, layer 1",AIv1-L,291.0,8.0,1234.0,0.12546875,9835.118306351183
293,"left Agranular insular area, ventral part, layer 2/3",AIv2/3-L,291.0,8.0,2143.0,0.29709375,7213.211317976228
294,"left Agranular insular area, ventral part, layer 5",AIv5-L,291.0,8.0,2560.0,0.3605625,7100.017334026695
295,"left Agranular insular area, ventral part, layer 6a",AIv6a-L,291.0,8.0,575.0,0.084234375,6826.191801150065
296,"left Agranular insular area, ventral part, layer 6b",AIv6b-L,291.0,8.0,2.0,0.0015,1333.3333333333333
297,left Retrosplenial area,RSP-L,5.0,6.0,27439.0,5.243828125,5232.627642615575
298,"left Retrosplenial area, lateral agranular part",RSPagl-L,297.0,7.0,5459.0,1.178046875,4633.941242787983
299,"left Retrosplenial area, lateral agranular part, layer 1",RSPagl1-L,298.0,8.0,747.0,0.253203125,2950.200555384141
300,"left Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3-L,298.0,8.0,1557.0,0.334421875,4655.79591646031
301,"left Retrosplenial area, lateral agranular part, layer 5",RSPagl5-L,298.0,8.0,1743.0,0.366734375,4752.758723531166
302,"left Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a-L,298.0,8.0,1341.0,0.20546875,6526.539923954372
303,"left Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b-L,298.0,8.0,71.0,0.01821875,3897.0840480274446
325,"left Retrosplenial area, dorsal part",RSPd-L,297.0,7.0,7529.0,1.899359375,3963.968114249048
326,"left Retrosplenial area, dorsal part, layer 1",RSPd1-L,325.0,8.0,1572.0,0.415375,3784.5320493529944
327,"left Retrosplenial area, dorsal part, layer 2/3",RSPd2/3-L,325.0,8.0,2731.0,0.486953125,5608.342692122574
